                rhon                    R                    a                  kap                 kapl                 kapu                delta                 dell                 delu                    F
  0.21589658275670465    8.237774324302418       0.6369433668046685   1.3304339873661013   1.3135410484123133   1.3473269263198893   0.047466896956662286     0.020577277096591504    0.07435651681673307    48.97271470000001  
  0.22468129290450173    8.234306152921635        0.662004530268804   1.3310768959580053    1.316228338320511   1.3459254535954996    0.04843417416861027      0.02205418547597195    0.07481416286124859           48.9894916  
  0.23321731656462408    8.230901819117838       0.6869704319034278   1.3313574077379342   1.3177281077065313   1.3449867077693374   0.050226800617656206     0.023609197698991273    0.07684440353632113    49.00485889999999  
   0.2415373860972768    8.227945438703722       0.7114883958447877    1.330815527740081   1.3165511083410564   1.3450799471391055    0.05264422333465749     0.025635517466308547    0.07965292920300644    49.01897030000001  
  0.24966910714957635    8.224494856094086       0.7347896450324312   1.3318917474642846    1.317752114911558   1.3460313800170112    0.05428972086650463     0.027035083223826115    0.08154435850918315            49.031918  
  0.25762671653464864     8.22105377294221       0.7578308210237932   1.3321744032286367    1.319409674802018    1.344939131655255    0.05581923487431905     0.028505975505380286    0.08313249424325782           49.0437299  
   0.2654261744888543    8.218043590073947       0.7804411021658124    1.332768751817861   1.3207887497013147   1.3447487539344074     0.0579749815594934     0.030531122741706673    0.08541884037728012   49.054368499999995  
   0.2730769760517746    8.214792552065283       0.8025981957792938   1.3330928869122145    1.321303220717798    1.344882553106631    0.05976657009026666      0.03201300833712906    0.08752013184340425            49.063735  
   0.2805817008530239    8.211345875138978       0.8240540001348018   1.3342442182843415    1.321969062304225   1.3465193742644581   0.061383100111030715     0.033283700532774796    0.08948249968928663           49.0717003  
   0.2879431655878138    8.208287080841487       0.8451311495529792   1.3347854823873408    1.323761373061129   1.3458095917135526      0.063233670164344     0.035041207773924575    0.09142613255476342           49.0781731  
   0.2951602762843328    8.205226419476118       0.8662101670857112   1.3356748401727796   1.3261426149983748   1.3452070653471841    0.06604936225491473      0.03877336168794874    0.09332536282188071    49.08309729999999  
   0.3022286808917439    8.202064378430581       0.8863282358892226   1.3357682867196892   1.3253608302753748   1.3461757431640038    0.06657482437260769     0.037974649317111135    0.09517499942810424   49.086376099999995  
   0.3091464094290341    8.198960877347766        0.905966468371366   1.3369937103412355   1.3261487241410377   1.3478386965414335    0.06808189935353766      0.03905401732169755    0.09710978138537776   49.087892599999996  
   0.3159134894187917    8.195855675235011       0.9256064018839454    1.336888001452819    1.326939626492032    1.346836376413606    0.06928287170659007      0.04003420926706116    0.09853153414611898           49.0876009  
  0.32252693852929865     8.19326438417951        0.944732424339775   1.3371067447893128   1.3284574291875675    1.345756060391058    0.07079611514710964      0.04149025415860348    0.10010197613561579    49.08556499999999  
   0.3289891233745868    8.190461369532954       0.9631177470571326   1.3377093532679032   1.3296443176006572    1.345774388935149    0.07193671385781936      0.04255626810130568    0.10131715961433305    49.08195859999999  
  0.33530707149778816    8.187403055309641       0.9812506492800699   1.3376307628871804   1.3291041693219885   1.3461573564523723    0.07260129216308336     0.043019163414286035    0.10218342091188068    49.07704960000001  
  0.34148523004574427    8.184712423950113        0.999015869102915   1.3380824722609204    1.329097660962225   1.3470672835596156    0.07357705038259602      0.04379704222124495    0.10335705854394707            49.071167  
  0.34753388851048506    8.182406844440418       1.0163960375332062   1.3379981792490592   1.3296190766444935   1.3463772818536248     0.0747449377979118      0.04489302148356078    0.10459685411226281           49.0646656  
   0.3534638829779917     8.18008582178988       1.0337631647127763   1.3374976599872441    1.335131135760222   1.3398641842142662    0.07574275909326943     0.045889098463699214    0.10559641972283963           49.0578958  
   0.3592850090187052    8.177106951206998       1.0503898169016326   1.3379145762461941   1.3315509399090073   1.3442782125833808    0.07737782572301932      0.04874805533292571    0.10600759611311293   49.051175600000015  
   0.3650091645000202    8.174790188364996        1.066563151722185    1.337846700192806   1.3313362535151634    1.344357146870449    0.07702991020875286      0.04699197312083678    0.10706784729666895    49.04476780000001  
   0.3706461103072481    8.172469497545604        1.082740416085843   1.3378289386323445   1.3311989251721048   1.3444589520925843    0.07792012388366021      0.04775190012894509    0.10808834763837533            49.038851  
  0.37620846251914714    8.170147742308892       1.0989187464239012   1.3378340590422058   1.3310820358167859   1.3445860822676254    0.07879248832474312       0.0485112398258907    0.10907373682359553            49.033516  
   0.3817078707001207    8.167912039274334        1.114836785074493   1.3374641699016332   1.3363354197355932   1.3385929200676734    0.07969063909651278     0.049359926301846546    0.11002135189117902    49.02881389999999  
  0.38715151404194165    8.165507447962666       1.1301511682361371    1.337821940523974   1.3322809678635072   1.3433629131844407    0.08049086616042563     0.050084688294831224    0.11089704402602002           49.0247911  
  0.39254820467072976    8.163158709385726       1.1455234733775828   1.3380803005482134   1.3330604434028723   1.3431001576935546    0.08146969867385692      0.05107006114625897    0.11186933620145487           49.0214728  
  0.39790781263624686    8.160808915467536        1.160896837188337   1.3380178398249611   1.3331854066946833    1.342850272955239    0.08217538689226771      0.05159283245959285    0.11275794132494257    49.01885010000001  
   0.4032367568231535     8.15859995894225        1.176129366955394   1.3381617255295715    1.333530631589412    1.342792819469731    0.08314818632826523     0.052455915327104564    0.11384045732942591    49.01688779999999  
  0.40854110783226827    8.156510451606717       1.1913322116094864   1.3383565946545273   1.3375119957041792   1.3392011936048753    0.08427782896617504      0.05347210104291407    0.11508355688943601           49.0155323  
   0.4138274952188969    8.154021393744213        1.206137743677652    1.338872021516508   1.3347817630672698   1.3429622799657461    0.08513623741271911      0.05422444035291152    0.11604803447252672    49.01471980000001  
  0.41910062517271224    8.151624691524407       1.2210379428081586   1.3392698927310809      1.3355302335136    1.343009551948562    0.08613663239215086     0.055106565926326026    0.11716669885797568           49.0143811  
  0.42436518146122765    8.149305228540687       1.2358609085169103   1.3397711484247927    1.336376924366449   1.3431653724831363    0.08728194224694046      0.05611024947720334    0.11845363501667756           49.0144448  
   0.4296252355194442    8.147008331207633       1.2506613144666336   1.3403374183957792   1.3373065410652571   1.3433682957263013    0.08852961840323437      0.05719977958264215    0.11985945722382658           49.0148406  
   0.4348833060515748     8.14471014737789        1.265463012883346   1.3409126088092775    1.338232697864478    1.343592519754077     0.0898606833470446     0.058356874350391684     0.1213644923436975    49.01550089999999  
  0.44014212458928925    8.142268506444525       1.2801239364925312    1.341646278829979    1.339318176826401   1.3439743808335567    0.09117609609147369      0.05947849131707097    0.12287370086587641           49.0163638  
    0.445405815220056    8.139824512439834       1.2947222247538517   1.3424909215472247   1.3404700434642036   1.3445117996302458    0.09256467858779106      0.06067544271010391    0.12445391446547821            49.017374  
   0.4506757922263241    8.137385151923516       1.3093158885454397   1.3433646841262514   1.3416226371288844   1.3451067311236184    0.09403524893637721      0.06195205435858307    0.12611844351417137           49.0184837  
   0.4559530309303912     8.13494426229076       1.3239110906152285    1.344285233647648   1.3428394486255184   1.3457310186697777     0.0955683719374391      0.06330247273032627    0.12783427114455193    49.01965469999999  
   0.4612395209272539    8.132501775818634       1.3385078988323298    1.345335043198921    1.344313408784822   1.3463566776130202     0.0971368182911673      0.06471589075341176    0.12955774582892285    49.02085809999999  
   0.4665367452711162    8.130101148302106       1.3531417353089852   1.3463531043276826   1.3512082660538187   1.3414979426015463     0.0988307985034087      0.06623257514680368    0.13142902186001373           49.0220717  
  0.47184632513518304    8.127449961811191        1.367527612296449    1.347628639402499   1.3474397398690847   1.3478175389359133    0.10045696402487214      0.06764907696019203    0.13326485108955224           49.0232771  
  0.47716968551204125    8.124874297897883       1.3819927063286324   1.3488931052185813   1.3490363351847223     1.34874987525244    0.10215574302804672      0.06908904394321158    0.13522244211288187           49.0244589  
   0.4825068979639453    8.122296706814687       1.3964597406841803    1.350202908796936   1.3506236176054782   1.3497821999883939     0.1039284140752708      0.07061160579247958    0.13724522235806202    49.02560479999999  
  0.48785908175522097    8.119704218542129       1.4109416856011814   1.3515833841759166    1.352352131089664   1.3508146372621694      0.105788599963043      0.07219996694292088    0.13937723298316512            49.026706  
   0.4932278623633912     8.11710889951915       1.4254264748641563   1.3530877218972996   1.3543151359775347   1.3518603078170643    0.10773734870351309      0.07384229621810565    0.14163240118892054   49.027756499999995  
  0.49861397909382027    8.114433824044243        1.439853655169372    1.354649335888746   1.3563259971748598    1.352972674602632    0.10973958133100177      0.07551147443773837    0.14396768822426517    49.02875269999999  
   0.5040182237935382    8.111726189618345       1.4542346023580772   1.3562639597697497   1.3583800205476275    1.354147898991872    0.11180735534764971       0.0772433190997401     0.1463713915955593   49.029692999999995  
   0.5094406459002353     8.10899137241256        1.468642750221524   1.3579425311412374   1.3603988171013917   1.3554862451810832    0.11384034535370902      0.07904063485625563     0.1486400558511624           49.0305773  
   0.5148820498880607    8.106254456502667       1.4830530149798435   1.3596571529588355   1.3624075713000239   1.3569067346176473    0.11595902339462577      0.08092468999119808    0.15099335679805345   49.031406100000005  
   0.5203442777634428    8.103514906462063        1.497465932362113   1.3615455565443002   1.3647519945367423    1.358339118551858     0.1181705282158589      0.08286368121723409     0.1534773752144837   49.032180600000004  
   0.5258276185706585    8.100663553512296       1.5119906714559908   1.3633811047190463   1.3670752903243795   1.3596869191137133    0.12040355687444032      0.08479366368635756    0.15601345006252307   49.032902500000006  
   0.5313316746126929    8.097911896942113       1.5262559528556552   1.3654597232802745   1.3696419268571607   1.3612775197033884    0.12280874930409957      0.08683176467136368    0.15878573393683545           49.0335738  
   0.5368583747153574    8.095040485132712        1.540619212154695   1.3674953760637742    1.372102325462418   1.3628884266651307    0.12405315509721507      0.08877602736106449    0.15933028283336564           49.0341977  
   0.5424083440405436    8.092165859388727       1.5549857092579917   1.3695743181770421   1.3745498565746357   1.3645987797794485    0.12762323027452904      0.09081005258371423    0.16443640796534384             49.03478  
   0.5479822152949547    8.089279965922984        1.569363498342585   1.3717900749828547   1.3771654242919118   1.3664147256737975    0.13006647277686492       0.0929198685284356    0.16721307702529425           49.0353292  
   0.5535816554560696    8.086359524224065       1.5837758603183243   1.3741102340515092   1.3800155651074242    1.368204902995594    0.13255567850759445        0.095070690464282    0.17004066655090688            49.035852  
   0.5592058366473117    8.083379832865516       1.5981364607629307   1.3764783487764098   1.3686817648242924   1.3842749327285275     0.1351344425465694      0.09727846336169085    0.17299042173144794    49.03635100000001  
   0.5648560184584291    8.080426680082919         1.61253149365898   1.3788217572612493   1.3857508361668223   1.3718926783556762    0.13785425442515914      0.09959504071849581    0.17611346813182244    49.03682690000001  
   0.5705338662054197    8.077401886878217       1.6268923963378765   1.3812758423831493    1.388628145003032   1.3739235397632665     0.1406252812054115       0.1019668658142542    0.17928369659656881   49.037280200000005  
    0.576238687945095    8.074342986809889        1.641287436845253   1.3838284986422187   1.3915874655485911   1.3760695317358462    0.14345644837428265      0.10441180230209998     0.1825010944464653   49.037711599999994  
   0.5819722313763748    8.071279512548902        1.655687083000498    1.386578884023861   1.3949132795076709   1.3782444885400513    0.14629342338159065      0.10678283454247832    0.18580401222070297           49.0381214  
   0.5877352408900304    8.068211206833373        1.670091592566251   1.3893173571598874    1.398209875815233   1.3804248385045417    0.14912714793757714      0.10919873441210401     0.1890555614630503   49.038510299999984  
   0.5935278354816013    8.065159168168211       1.6845700976760596    1.392001695277886   1.3982350686378846   1.3857683219178873    0.15210289163974683       0.1117223788428823    0.19248340443661133    49.03887859999998  
   0.5993527367069789    8.061911181594935       1.6989143947584178     1.39484591498964    1.404775993564209   1.3849158364150709    0.15510350956244323      0.11424590966574241    0.19596110945914408    49.03922699999998  
   0.6052102653109712    8.058709903259762       1.7133167091926418    1.397835464321439    1.408229712722546    1.387441215920332    0.15820934889129962      0.11690380531633114    0.19951489246626808   49.039555899999996  
   0.6111009991632745    8.055502660651047        1.727725027226827   1.4010040640164307   1.4120208914589056    1.389987236573956    0.16145653272018512       0.1196667370623449    0.20324632837802534           49.0398658  
    0.617025998643187    8.052253412560558       1.7421753906707043   1.4041548388777505   1.4157704387354657    1.392539239020035    0.16472546209277494      0.12251583160570043     0.2069350925798495   49.040157199999996  
    0.622986106810026    8.048972691257461       1.7566572678689072   1.4072933154908989   1.4195036082001409   1.3950830227816566    0.16800028778323167      0.12533646039739307     0.2106641151690703           49.0404303  
    0.628983032379022     8.04575366806853       1.7712003426328167   1.4104254508016267   1.4209329880185844    1.399917913584669    0.17138879317768296       0.1281760583975211     0.2146015279578448           49.0406846  
   0.6350177401202172    8.042339966046763        1.785563161101848    1.414001962475023     1.42733674601525   1.4006671789347964     0.1747942457572016      0.13105530713156116    0.21853318438284206   49.040919599999995  
   0.6410909888069503    8.038935511965528       1.8000523116089728    1.417593143936011   1.4316029304618154   1.4035833574102066    0.17836633124319023      0.13406759639345237    0.22266506609292808           49.0411348  
   0.6472037852011143     8.03551621883312        1.814556350311391   1.4211953443537468   1.4358548655352463   1.4065358231722471    0.18199281221355681       0.1372039500233208    0.22678167440379282            49.041331  
   0.6533590876967564    8.032088423787581       1.8290689407953562    1.424803526520427   1.4401007612566494   1.4095062917842047    0.18571448340828017      0.14047371151666785    0.23095525529989253    49.04150889999999  
   0.6595575124646101    8.028643212957256       1.8435989976711236   1.4285533629348315    1.444466456617653     1.41264026925201     0.1895536639537027       0.1438028964637828    0.23530443144362262    49.04166949999999  
   0.6658001803339484    8.025090410174336        1.858147266748324   1.4326339066033003   1.4367725384458325   1.4284952747607678     0.1933812657367229      0.14701765724353993    0.23974487422990587           49.0418136  
   0.6720891163064064    8.021565454940085        1.872743649109991   1.4367062333252598   1.4540858595335124    1.419326607117007    0.19740635182850913      0.15039852475229862    0.24441417890471967    49.04194199999999  
   0.6784251779819626    8.017987351727616       1.8873085008164696   1.4408219635335087   1.4589161205174987   1.4227278065495186    0.20140846857093292        0.153915223263145    0.24890171387872087           49.0420555  
   0.6848107401847682    8.014369664660396       1.9019129970222233   1.4449362638238183    1.463725017551455   1.4261475100961816    0.20560612060836098      0.15757691552763867     0.2536353256890833            49.042155  
   0.6912471631520095     8.01070255445152        1.916566977868817    1.449521383609291   1.4691653083227045   1.4298774588958776    0.20999004184954362      0.16146448662572063    0.25851559707336663   49.042241100000005  
   0.6977371718359312    8.007022526276934       1.9312339390510882    1.454161099660249    1.474625748379212   1.4336964509412862    0.21442126844575454      0.16519052737750264    0.26365200951400647    49.04231459999999  
   0.7042828806594535    8.003322860527446       1.9459206010655787   1.4588185409513064    1.480067288261297   1.4375697936413159    0.21880626802157221      0.16903859216217337    0.26857394388097106   49.042376499999996  
   0.7108850650818794    7.999524195556104       1.9606303489484342    1.463522079502238   1.4855794890724028   1.4414646699320732     0.2243383421982174      0.17492425818890991    0.27375242620752493           49.0424301  
   0.7175471468846893    7.995691593470129       1.9753686477901837   1.4686761013234293   1.4917492127659957    1.445602989880863     0.2282703614036922      0.17735336606351032    0.27918735674387407           49.0424831  
   0.7242711628934753   7.9918427448409926       1.9901232671069717   1.4739732574347706   1.4979693748949658   1.4499771399745753     0.2332772868883245      0.18182315122822554    0.28473142254842343           49.0425436  
   0.7310593201515168   7.9879654087009815       2.0049064488431445   1.4792823592567557   1.5041771450216719   1.4543875734918394    0.23814103593664082      0.18608599449061078    0.29019607738267084   49.042615000000005  
   0.7379152184151923   7.9840086084966355        2.019769170546089   1.4847407118568654   1.5106643021692716   1.4588171215444594    0.24329352329561116      0.19060568216802765    0.29598136442319467           49.0426879  
   0.7448408493453061    7.980031853558227       2.0346519238971212   1.4905924931849577   1.5176740136811704   1.4635109726887447    0.24880479371180309      0.19550370304945894     0.3021058843741472           49.0427629  
   0.7518408115916242   7.9760063621916295        2.049529134643276   1.4966356549933355    1.524763188904911   1.4685081210817603     0.2543226913946568      0.20067295348401068    0.30797242930530294   49.042845699999994  
   0.7589175123281172    7.971900373749445        2.064470995103395    1.502685192496904   1.5318417069981465   1.4735286779956613     0.2598239889861509      0.20549787702204403     0.3141501009502578           49.0429426  
   0.7660740809004735    7.967745516436422       2.0794618131783116   1.5092086492654684   1.5398008580747824   1.4786164404561544     0.2657894492667595      0.21082808135680642     0.3207508171767126   49.043056899999996  
   0.7733152497042297    7.963564669927776        2.094478710210457   1.5159715151403286   1.5478470444255468   1.4840959858551102    0.27185550186831253      0.21653787272147568    0.32717313101514944           49.0431817  
   0.7806435468044658    7.959348650205116       2.1095308712514607   1.5228797269609633   1.5559739940561128   1.4897854598658138     0.2781122566757694      0.22233381392485516    0.33389069942668365    49.04332150000001  
    0.788063156408885    7.955032441136543         2.12468331348239   1.5302108659421838   1.5648928083733806    1.495528923510987    0.28465737507095323      0.22824300739690043    0.34107174274500607           49.0434871  
   0.7955805014913716    7.950663735677899        2.139849661391776   1.5377872439385905   1.5741132367298418    1.501461251147339     0.2913343092896032       0.2346763392847652    0.34799227929444115   49.043696499999996  
   0.8032001819357555    7.946238777677802        2.155043661087802   1.5456827886290394   1.5834780159178352   1.5078875613402436     0.2983908825710713      0.24140474242913335     0.3553770227130093    49.04397039999999  
   0.8109274203753792    7.941730196548789        2.170321387871969   1.5541534670927535   1.5938791562464703   1.5144277779390365    0.30562529407572736       0.2482162733388687     0.3630343148125861   49.044325300000004  
   0.8187674680130971   7.9371531522448135       2.1856676826944303   1.5627904847181233   1.6045143119962961   1.5210666574399507     0.3131579079886804      0.25567468702315893     0.3706411289542018    49.04476929999999  
   0.8267275608208561    7.932530338638077       2.2010598525975897   1.5719292792064543   1.6156400921703822   1.5282184662425264     0.3211584707919909       0.2634046635811341    0.37891227800284766           49.0453037  
   0.8348150251973097    7.927834146129574        2.216525508105737   1.5817160472584906   1.6278159314615506   1.5356161630554308    0.32925719630662154      0.27156631288662775     0.3869480797266154   49.045927199999994  
   0.8430352932023775     7.92305451746972       2.2321424625286985   1.5916292199823523   1.6412660947176305   1.5419923452470738    0.33805557322535257      0.28057104894254886     0.3955400975081563   49.046639600000006  
   0.8514029889217921    7.918094158055062         2.24768425983958   1.6026364060014993   1.6540584934365936    1.551214318566405     0.3468934649339771      0.28954567307437246     0.4042412567935818   49.047433600000005  
   0.8599275450120198    7.913115541999854        2.263342419486628   1.6140253779518314   1.6684566876686215   1.5595940682350415     0.3565631495701299       0.2997992519455099     0.4133270471947499           49.0483079  
   0.8686173482812967    7.907986775861957        2.279150846461673   1.6262395581051101   1.6843135551251145   1.5681655610851057    0.36644753632396954       0.3102585540086216     0.4226365186393174    49.04927649999999  
   0.8774967252801786    7.902771174257887       2.2950462267234455    1.639290190450785   1.7011934386522407   1.5773869422493294     0.3773687179321675       0.3223863411885501    0.43235109467578486    49.05034069999999  
   0.8865847913523789    7.897476262835674          2.3110210352029   1.6535733005338191   1.7201886922725311   1.5869579087951071     0.3886049775697876       0.3348458915094255     0.4423640636301498           49.0515063  
   0.8958938786596252    7.891854628034771        2.327001701332895    1.668981334765007   1.7218999082854314   1.6160627612445826     0.3998709271353284      0.34701077151844295    0.45273108275221385           49.0529561  
    0.905441371124208     7.88635804370523       2.3433601902102863   1.6859750646756542    1.764368912409294    1.607581216942014      0.414493352534704       0.3657108668609293     0.4632758382084787    49.05510099999999  
   0.9152256725651458    7.880595099707357       2.3596710676314028   1.7044628203775773   1.7903357512793003    1.618589889475854     0.4285152634210444       0.3826920713089768    0.47433845553311205   49.058541399999996  
     0.92520944459129    7.874650945362532        2.376163280784599   1.7239999082166613   1.8184456437766758    1.629554172656647     0.4426703619802711       0.4004852854058509    0.48485543855469126           49.0638665  
   0.9353140587784813    7.868557929960804        2.392804478590707   1.7442440949399824    1.847642036879348    1.640846153000617     0.4567528051486618       0.4182106018209766    0.49529500847634705   49.071708599999994  
   0.9454476168318267    7.862307451691686        2.409603261105003    1.762974085783619   1.8748116124392262   1.6511365591280114     0.4700083675768631        0.435044163268963     0.5049725718847632           49.0821681  
   0.9555665173055489    7.855882366652837       2.4265767705076864   1.7804378331159536   1.9000069886057955   1.6608686776261117    0.48205158336457843       0.4502274018079629      0.513875764921194           49.0943234  
   0.9656980450076635    7.848996104624578       2.4434496272470705   1.7978871560427219   1.9250660191974442   1.6707082928879995     0.4929203550439929       0.4643404924446281     0.5215002176433577    49.10681010000002  
   0.9759599457701247    7.841752806182219       2.4603990070274016   1.8153649921288202   1.9510455802560143    1.679684404001626     0.5055193383542491       0.4814948483984632      0.529543828310035    49.11855250000001  
   0.9865773558231373    7.834130891880755       2.4777270993586713   1.8358741264383072   1.9829424723786566   1.6888057804979577     0.5220154834546945       0.5064765074877657     0.5375544594216233           49.1292098  
                  1.0    7.826039567060221       2.4950786439987276   1.8876303530949243    2.054043403321719   1.7212173028681295     0.5759245587374575        0.602852567664792     0.5489965498101231                49.14  
